comment,label
대구 시장 권영진 하는 꼬라지 보니깐,0
4일내로 대구에서 추가로 50명돌파할듯. 가족은 빼박 옮겼을테고 주변인들 옮겼겠지,0
전라도세끼들은 딱봐도 뭔가 혐오감있게 생김 유전자가 다른 종족인건 확실함,0
이 나라에 범죄자가 살기 좋은 나라구나,0
아니 근데 막상 시키면 왜이런거 시키냐고 그러고 농땡이부리면서 안하던데,0
존나 저급하고 역겹다 틀딱새끼들,0
자유한국당 남자 국회의원들과 같은 부류의 사람들이 또 있네.,0
성당하고 절은 네들보다 못나서 조용하냐? 개 목사들 같으니라고...,0
탈북자새끼들 좋아하면안댐 이새끼들 한국왔다해도 사상은 뼈속까지 공산 사회주의사상이 깉들여져있음 사실상 짱깨새끼들하고 다른거없음 다 불질러 죽여야함 전쟁나면 좌빨새끼들이랑 같이 직결총살로 간주함ㅇㅈ?,0
 너무 팩트로 쳐맞아서 대가리가 기능 못하나?,0
화사 나오고부터 안보게 되던데..너무 생긴게 뭔가...음,0
광주 민주화 시키러 가노 ㅋㅋㅋ,0
개쌍도 아니라서예지력 하락,0
신천지나 일반 교회나 다 똑같다 목적은 돈이다,0
사진에서 누구의 애비가 보이노..,0
"유대인들이 떠나면 나라 경제가 망하더라. 유대인들이 스페인을 떠나서 네덜란드와 영국, 미국으로 이민가니까 스페인 경제 망하더라. 네덜란드, 영국, 미국은 강대국이 되더라",0
홍준표 진짜 싫다 난 김진태 지지했고 낙마후 남재준 지지했었다준표가 싫지만 이런 부류가 대통령되는건 싫다를 넘어서 위기감을 느낀다 좆족이라니? 조옺족? 씨팔!,0
이쯤되면 저게 정신병이란건 확실하다ㅋㅋ,0
보아하니 3대종교를 다 건드린 듯... 지들이 IS인줄 아나 봄..,0
아들 셋이노 고생 좆나했겠네 ㅋㅋㅋ 난 아딸아딸아 올해 마흔이다,0
틀니새끼들 무슨 종교냐?,0
이정도면 병인듯 2019년부터 ㅋㅋㅋㅋ,0
전엔 이상한 옷입고 나오더니 이번엔 음식에 장난하고 자빠졌네 얘 왜이러냐,0
주작이다나 자취할때 라면 비빔면만 일주일 내내 먹은적 있는데진심 자다가 복통 존나 심하게 오고 변비에 배변도 좆같이 나옴피부 트러블 나고 머리 푸석푸석하고 몸 씹창남라면 적당히 쳐먹어야 된다의사들도 기피식품이 라면 탄산음료임,0
"편돌이,노가다,폰팔이 3대 저장소 ㅋ",0
알고보니 너의 거주지가 전라도 아니고? ㅋ,0
닥쳐라좀,0
미국 흑인범죄율 졸라높음 ㅋㅋ그리고 흑인이 빡대가린거 증명하는거사기범죄는 흑인이 높지않음 ㅋ(다른범죄는 높으면서),0
왜?불쌍한다고 생각하지?참 대한 민국인식이 이해안감,0
게이들아 장동민 부모한쪽 고향이 전라도라던데 이거 으리의 애국보수 일베라면 급식충 편 들어줘야하는 부분 아니겠노?,0
할 일이 그렇게도 없느냐,0
