comment,label
탈영이 휴가 되는 나라~ 가진자의 특권이 보장된 나라,0
왜 하필 중국짱깨년과 짝이 되었을까 선생님의 한수,0
백종원 도 너무 오버하는거 같아. 연출이냐? 버럭하는데 내가 다 듣기싫음. 가르치는 방법이 저거밖에 없는지. 가르치는 사람이나 배우는 사람들이나 지혜가 부족. 골목식당도 이제 그만 봐야지. 내가 발암걸리겠다.,0
 '일본이 모든 음식의 기원한 곳이라고 한거 너잔아 씨발년아',0
목사는 뭐하는 사람일까? 세상 상식도 없는 예수팔이인가? 남한테 폐끼치는 거 전혀 아랑곳 안하는건가 개신교는?,0
어이가옶노씨발ㅋㅋㅋㅋㅋㅋㅋ,0
꼬추가 숨막힐거같다고 생각들정도다,0
손가락 아래로 쳐든 인간들은 뭡니까?,0
"저래 놓고도,,, 오해입니다. 이슬람은 평화라는 뜻입니다. 이슬람은 평화를 사랑하고.... 주절주절 방송에 나와 쉴드치는",0
똑같은 성경을 갖고 설교해도 목사가 어떤 가치관을 갖고있냐에 따라 코에 걸면 코걸이 귀에 걸면 귀걸이,0
...저 악한 사탄제일교회...개독교 사탄 먹사넘들과 극우 광신도 아멘팔이넘들...사회에서 매장시켜야 한다...거짓과 사기질...하나님 팔아서 ...개독교 어두의 자식들...,0
복싱스킬은 이미 더이상 새로운기술도 훈련도 없음 그냥 재능충들끼리 경쟁인데 mma는 기술수준차이 씹넘사에,0
이미 한국은 라도에 노랑둥이가 점령한것 처럼저동네도 이슬람의 단결표와 어중이 떠중이 영국인 표가 당선시킨 것임.한마디로 원숭이 당선 된 것과 같을 것임.,0
아냐 새끼야 ㅋㅋ 펨코 애들은 선비질하다가 페미이슈로 갓끈정도 푼거고 일베는 태생부터 빤스벗고 페미 보지 째던 사이트야. 니가 급식충이라 뭘 모르는거야,0
무고한 다른 사람 목숨 갖고 돈 벌고 원하는 것 얻는 거 진짜 악마같다. 진짜 세계의 악의 축은 미국 러시아 중국 이스라엘.,0
"지금은 그나마 공기를 마실 수 있어 다행이지,, 앞으로 5년 더 지나봐라,, 아마 코에서 피가 섞여 나오고 폐가 아파 가슴을 쥐어 짜게 될 것이다.",0
40살여자랑 로맨스 ㅋㅋ별로다,0
그냥 한국말하는 짱깨지 뭐 그이상도 이하도 아님.,0
지랄도 풍년이구만;,0
B85 ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ 좆돼지 컨셉이노 ㅋㅋ,0
 ㅂㄷㅂㄷ 대지말고,0
토론에서 지면 현피를 뜨는 지능 수준 잘 알았다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
연차휴가는 다 쓰고 자빠졌노~~,0
마포 공영주차장있는데 말하는건가 ㅋㅋㅋㅋ 그쪽가면 ㄹㅇ 짱깨 존나많긴하던데,0
하루 100명씩 광화문 광장에서 교수형 시키는거 법으로 제정해야 함,0
미적 가치가 아니고 기본적인 청결만 ㄹㅇ 후팔,0
실물봐야알지 요즘 필터 어플 좋은게 많자너ㅋ,0
팬티를 내리면 내 신도요... 전모 목사. 대체 개신교 교리가 뭐니?,0
중국인으로 인정 하는 마인드 좋다 이기야근데 씨발 뭔 동포니 차별이니 개지랄은 말아라외국인이면서 한국와서 뭔 도움이 그래햣는데?,0
이와중 타짜는 일본감 ㅋㅋ정신빠진 녀ㄴ,0
盧알라후 앜바르!,0
씨발 나도 효도하고 싶은데 ㅠ.ㅠ.. 부럽네 게이야,0
한 10년 있으면 쟤들이 바퀴벌레처럼 번식해서 알라 앍바르 하면서 무슬림 혁명일어날듯.,0
저 이대 교수뿐만아니라 63 년 이전 태생자들 대다수가 저런 생각을 가진자들이 수두룩해서 문제야..~~,0
ㅋㅋㅋㅋ 존나 병신이네'돼'가 되야함 에서도 돼야함이 맞다 병신아..맞춤법 못맞추고 있으면서 지적질하는 꼬라지보소,0
후진국이민자 나라망치는 지름길극혐 중국좆족 무슬림 똥남아 Out!!!!!!!!!!!!,0
헐..........미친 쓰레기들....,0
기독교 수준,0
머래 병신새끼,0
관심받을려고 그러는거 같다 ㄷㆍㄷ 허락하마 섹스를 하거라,0
시발 존나웃기넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
기레기 삼류 언론들 개인의 인권을 존중 한다면 남 가정사에 껴들지마라.,0
개종한 이슬람 ㅇㅈ 똥송함좀 없애자,0
비례매국당이라고 해라 ,0
기자가 이렇게 뻔뻔하게 왜곡을 일삼아도 되는 것인가?,0
절라도새끼들은 양심이 있어야되는데 저 많은돈을 그냥 두꺼비처럼 꿀꺽할 생각이지 절대 인류공영에 이바지 할 생각은 쿠퍼액 한방울만큼도 없음 국가입장에서 보면 개쓰레기 암세포다,0
윤총경과 vip수사 의지가 없다. 버닝문게이트 특검만이 진실을 알려줄수 있다. 문재앙정권은 무엇이 두려워 수사하지 않나?,0
남편 외도로 두아이 키우면서 힘들어서 죽고싶다는 생각 많이 하지만 그 아이들 때문에 이 악물고 사는게 부모다.. 말을 안듣는다니... 어찌 그게 부모라는 사람이 할 소린가..,0
경상도새끼네,0
열애설 부인하면 원나잇한거 들킨거고 열애설 인정하면 사귀는거임 반박하면 연알못,0
너 고소미 당첨아청법 위반,0
저 병신들은 뭘 알고 아는척하는걸까 아오 진짜 갈아버리고 싶다,0
20대인데 나 죽고 내 손자세대까지 통일안됬으면 좋겠다 반세기넘게 단절된 사람들한테 동질감은 들지않고 언어만같은 사람이 사는곳이라고 인식한다,0
병신 장애우새끼들 걍 쉽게 설명해줄게외모: 진짜사랑가능능력: 여자가 니 안사랑함ㅇㅇ,0
유럽은 개슬람한테 이미 점령 당했지.......,0
고기김치만두 이새끼 좆병신 30대 중반 쓰레기놈이다.,0
와 그래도 동남아 무슬림들은 얌전한 줄 알았는데 아녔네 ㅋㅋㅋㅋ 우리나라에 들어와 있는 동남아 출신 무슬림들도 언제 돌변해서 사람들 참수하고 다닐지 모르겠는걸,0
진실하게 사과하면 시간이 지나면 개돼중들은 용서 할거임 ㅎㅎ,0
외국놈이 죽은거 까지 알아야되냐? 그것도 딴따라 음악 만들던 놈인데,0
응 개구라 ㅎ 조건앱 돌리는데 중국여대생 없음애당초 한국에 유학올 집안이면 엄청 부자임,0
병문안 매니아,0
ㅇㅇ 좆아다새끼들 보혐타령좀 그만해라 병신들아급식충새끼들 유입늘고나서 밑도끝도논리도없는 보혐글 좆나 많이 늘어남,0
교활한놈 황구라 치고있네,0
ㅋㅋ저능아들끼리 흙탕물싸움기대된다,0
걍 부산앞바다에 빠져서 죽어라 왜 사냐?? 어휴,0
하여튼 외노자들은 극혐이다 버정에서 존나 시끄럽다 병신같은새끼들 여자들 힐끔쳐다보고 오함마로 두부 깨고싶다,0
러시아인을 동양계라는 병신년은 진짜 처음 본다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
탈북자를 보면 전라도 보는 느낌이다지들이 아주 잘난 줄 안다지들이 아주 똑똑한 줄 안다지들이 아주 능력이 많은 줄 안다그걸 몰라주는 남조선 인간들이 증오스럽고 죽이고 싶다전라도가 우리를 보고 가지는 열등감과 어쩜 이리 똑같노?,0
미친새끼네 ㅋㅋㅋㅋ,0
누구 보긴 쿵쾅쿵쾅 니 본거다 ㅋㅋㅋㅋㅋ 니 얼굴 거울봐봐라 놀라나 안놀라나,0
어이고..비호감 나오셨네 김지민하고 러브라인 타고 뒤에선 다른여자랑 꽁냥대니 좋았니 ㅋㅋㅋㅋ,0
"봤냐? 저래서 무슬림 놈들은 절대 한국에 발을 못붙이게 해야 한다. 정말 무슬림 놈들이라면 끔찍하고, 몸서리가 처진다.",0
쌍도에만 천명이면 어우 시발,0
쟤랑 결혼당하는 남자는 또 무슨 죄냐,0
느그들하고싶대로해라 워래하지말라고하면더하는법 꼴리는대로해라,0
한지민 안타깝네... 진리를 모르는 구만... 진리는 불교에 없고 예수님에 있는데.,0
요즘 이란이 정신 차려가지고 개혁 개방하고 미국이랑 친하게 지내려고 하니까 개슬람 씹새끼들이 훼방놓는거임,0
난징대축제같은 행사를 중국전역으로 확대해야함,0
진짜 개좆같다,0
선거때가 되니 별짓을 다하네.,0
이 좁은 땅덩어리에서 살려고 그러시냐 호주나 다른 나라가서 사시지....,0
으 여기서 발작하는 남자들 나이대봐...할아버지들,0
이 댓글 쓰는 와중에도 몇마리 뒤졌을듯,0
머가리 빻아서 즈그얼굴에 침뱉는지도 모르노 퉤,0
뮤지 이현 등 개나소나 가왕되다니 쪽팔린다. 복가 폐지해라. 너무 아무나 나오고 아무나 가왕됨 ㅠ 예전과 수준차이가 너무 심해서 요즘은 못보겠다,0
미친 종교쟁이 새끼들 진짜 짱깨들 한테 배워야할 딱 한가지는 개독과 개슬람을 안믿는거다,0
그렇노. 나도 위장 발기 해야겠다..,0
니업보 인데 누가 누굴 가르치냐,0
역시 좌파는 돈이된다 전라도 모임에 고문까지ㅋㅋ,0
말은 맞는말인데 니가하니까 별로다,0
애새끼들 많이 낳아서 서울 부산에 많이 산다는거.번식력이 토끼수준인듯,0
정신나갔네요;;,0
이게 맞지 시발 무슨 광고영상편집자도 아니고 유튜브 영상 편집인데 얼마나 개 씹 고급 영상 만든다고?... 돈 많이 벌면 시급 많이 줘야한다는 개 좆 논리는 어디서 튀어나왔지; 못배워먹은새끼,0
하 씹어먹어도 분이 안풀린다!!!!!!,0
"조선족, 짱깨 왜 욕하는지 모르겠는 새끼들은 대림동 한번 가봐라.역에서 내리고 5분도 안되서 바퀴 박멸이 입에서 자동으로 나올거다 ㅋ",0
아...진짜 시발...,0
근데 문제는 한국은 보수고 진보고 다 다문화를 원하니 문제다가장 큰 이유는 기업들이 싼 임금 원해서 그렇지만,0
둘이 잘사귀는데 왜 너희들이 난리얔ㅋㅋㅋ 우리나라 종특이다 진짜,0
중증이아니라 증증병신아,0
씨발 존나 무섭네유관순 열사님 ㅠㅠ,0
애기는안갖나? 하긴 무자식이상팔자다 ㅋ 김원희봐라 쭉일하잖아,0
그리고 짱깨들이 계속 첨단기술을 도둑질하지,0
경주에다 중국식으로 건물지었으면 가장먼저 달려들을 일게이새끼들이ㅋㅋㅋ,0
기가막힌다 기가막혀 쟤들이 민주화의 주역이라고?햐ㅋㅋㅋㅋㅋ,0
7번 제정신이냐? 그럼 의무는 다하지않고 권리만 챙기겠다는심보냐 ㄹㅇ 누가만들었는지는 몰라도 미쳐도 제대로 미쳤네,0
세금충들 특기 중 하나는 존버,0
한국문화는 외국에서 대접받고 한국에서는 개잡종문화가 대접받는다,0
중국 짱개새끼들 이젠베트남으로 눈 돌리는 것 같더라중국하고 베트남 국경에 짱개 기공들 많이 몰렸다는 애기가 있다,0
말로만 인권을 위하는 인권단체들 싹 다 누가좀 갈기갈기 찢어주면 좋겠네요!!!! 정신들좀 차려라 제발! 인권만 찾으면 무조건 지지하는 사람들 선동하지 말고,0
조족은 아닌 거 같아서 ㅈㅎ,0
니놈이 실력이 있냐 외모가 출중하냐 호감형이길 하냐 키라도 크냐 천운으로 이름 좀 날렸다마는 부모 죄가 없어도 넌 연예계에 발 오래 못붙일 놈이었어 나혼자산다서 24시간이 모자라게 쳐먹는놈 띄워주는거 보고 박나래도 싫어질려고 하더라,0
신다은 관종끼 개극혐.우린 이렇게살아요 개극혐,0
이거 손혜원등 좌파사건 덮으려고 현 정부가 묵혀 두고 있던거 이제 터트린거 다들 알지? 승리 그리고 YG 회사를 넘어 그 윗선들 표적 수사 하려 할것이다 가령 네이버 같은 곳 좌빨들 참 무섭다 손혜원 이야기가 쏙 들어가 버리네,0
왜 상폐개저씨말고 쇼린이 만나!!!!!! 외않만나조!!!!!!!!1,0
발 빨구싶다.이뻐 핰,0
나쁜 걸 나쁜거라 말못하는 맛간 세상,0
난 머리로는 이해가 되지만 몸은 역겨움에 토가 나온다. 안철수의 의견에 동의한다.,0
알라후 앜끄발~!!~!~!~!~!~!~!,0
구토유발자들,0
난 저거 구란거 지금 알았다 -_- 시발 저거땜에 우리나라내에서도 큰 문제였고 대외적으로도 한국 식품에 대한 안좋은 인식을 심어줬자나,0
인류사 최대사기는 종교라고 누가 얘기하...!!,0
비합리적이긴하다만 일베한답시고 일자리 해고시키던 사건들은 싹 입다물던사람들이 이러니 역겹네요,0
에휴 개돼지들 무혐의 나오니까 바로 태세전환하죠 이러니 결과가 나올때까지 기다려봐야한다니까,0
드라마가 사실성이 떨어지네요. 극 중 김서형은 부유층에 속하는데 요즘 부유층 자녀 중에 저렇게 뚱뚱한 사람은 없습니다.,0
꼰대임?! 자격지심 쩐다 정말.,0
지방 댄스팀임??,0
저거들 고향 젓라도 아닌가요?,0
죽여버리고싶노 그럴때,0
"맨날연예인 자살 뉴스나는데 드라마까지 자살이냐?이런건 방송에서 자제해야하는거 아닌가?작가, 피디부터 정신 차려야겠다.나는 이프로 한번도 안봤다. ㅋ",0
틀니압수 함부로하면 뒤진다는 교훈을주노;; ㄷㄷ,0
북한사람치곤 참괜찮네 ㅋㅋㅋ 근데 시발 동네가 무슨 전라도 섬마을이냐 애새키들 민도 ㄷㄷ해,0
드립도 개 씹노잼인데 원본 내용은 좆바꿔먹고 드립으로만 떡칠해서 내용도 이해가 잘 안됨 그냥 리뷰식으로 내용만 써라..,0
니키에 52킬로는 너무하지안나? 나도 170 에 53인데?,0
"당연한거 아니냐?1% 부자들을 위해서 99%의 개거지 서민들이 있어야한다근데 요새 출산률, 결혼률 급격히 감소하고 있다그럼 외노자라도 데리고 와야지 별수있노?",0
저기다 크레모아 한방터트리고 싶다.,0
 머가리 용량 다차서 트져 뿟노?,0
너같은새끼들만  그렇게 생각하겠지 닉값 존나 하네?,0
사명감없는 직업목사가 기독교를 좀머케한다,0
꼴에 존심들은ㅋㅋ 좆거지새기들ㅋㅋ,0
아니 그 공부를 해야한다니까  갖다 용접만하면 되는거이 아니고  철하고  알루미늄하고 졸라게 용접해봐야 붙질 않아,0
